north_america	4T
north_america	2T
north_america	1GC
north_america	5YJ
north_america	3VW
north_america	1VW
north_america	3N
north_america	5L
north_america	1N
north_america	1M
north_america	1L
north_america	1J
north_america	5F
north_america	1GM
north_america	4US
north_america	1H
north_america	3F
north_america	5T
north_america	1G
north_america	1F
north_america	1C
north_america	3G
north_america	4J
north_america	2M
north_america	1YV
north_america	4F
north_america	2HM
north_america	4S
north_america	1G3
north_america	2G
north_america	4M
north_america	2F
north_america	2G2
north_america	2G1
north_america	2H
de	WKK
de	WP0
de	WUA
de	WP1
de	WEB
de	WBS
de	W0SV
de	WV2
de	WV1
de	WME
de	WMA
de	WAP
de	WJR
de	WVG
de	WDC
de	WJM
de	WDD
de	WAU
de	WDB
de	WMW
de	WMX
de	WBA
de	W0L
de	WVW
de	WF0
eu	WKK
eu	ZAM
eu	WUA
eu	ZAR
eu	WBS
eu	YK1
eu	ZFF
eu	WV2
eu	WV1
eu	WME
eu	YV1
eu	ZFA
eu	WMA
eu	UU
eu	VV9
eu	WAP
eu	SAL
eu	WJR
eu	SAJ
eu	WJM
eu	VFE
eu	WAU
eu	WBA
eu	VF3
eu	TMA
eu	TMB
eu	VF1
eu	VF6
eu	VF7
eu	ZGA
eu	ZCF
eu	WF0
eu	YTN
eu	WP0
eu	VA0
eu	WP1
eu	WEB
eu	W0SV
eu	TRU
eu	SAR
eu	ZLA
eu	SCC
eu	ZHW
eu	SCE
eu	VSS
eu	WVG
eu	WDC
eu	WDD
eu	WDB
eu	WMW
eu	WMX
eu	W0L
eu	YS3
eu	WVW
uk	SAL
uk	SCC
uk	SAJ
uk	SAR
ca	2T
ca	2HM
ca	2M
ca	2G
ca	2F
ca	2G2
ca	2H
ca	2G1
jp	JN
jp	JMB
jp	JA
jp	JT
jp	JF
jp	JMZ
jp	JS
jp	JH
mx	3F
mx	3N
mx	3VW
mx	3G
us	4T
us	1GC
us	5YJ
us	1VW
us	5L
us	4J
us	1N
us	1M
us	1YV
us	1L
us	4F
us	1J
us	5F
us	1GM
us	4US
us	1H
us	5T
us	1G
us	1F
us	4S
us	1G3
us	4M
us	1C
kr	KMH
kr	KPT
kr	KL
kr	KN
